emp_no,salary,from_date
33348,89536,1992-06-19
33348,93383,1993-06-19
33348,97570,1994-06-19
33348,101624,1995-06-19
33348,102871,1996-06-18
33348,104692,1997-06-18
33348,104779,1998-06-18
33348,104574,1999-06-18
33348,107518,2000-06-17
33348,108709,2001-06-17
33348,112618,2002-06-17
33353,81212,2001-08-04
33356,91248,1996-04-02
33356,93259,1997-04-02
33356,95230,1998-04-02
33356,98587,1999-04-02
33356,102927,2000-04-01
33356,105383,2001-04-01
33356,106498,2002-04-01
33357,80584,2001-12-03
33359,86412,2000-01-15
33359,90694,2001-01-14
33359,91484,2002-01-14
33367,83244,1989-03-04
33367,84919,1990-03-04
33367,88213,1991-03-04
33367,91977,1992-03-03
33367,95400,1993-03-03
33367,95111,1994-03-03
33367,97588,1995-03-03
33367,98994,1996-03-02
33367,98559,1997-03-02
33367,100865,1998-03-02
33367,104627,1999-03-02
33367,107066,2000-03-01
33367,109398,2001-03-01
33367,111396,2002-03-01
33377,81202,1993-09-12
33377,81377,1994-09-12
33378,81946,1991-01-25
33378,82152,1992-01-25
33380,80090,2001-08-14
33382,81905,2000-09-27
33382,81748,2001-09-27
33385,82470,2002-08-01
33388,80768,1995-01-31
33388,83851,1996-01-31
33388,85373,1997-01-30
33388,88409,1998-01-30
33388,90704,1999-01-30
33388,93945,2000-01-30
33388,95268,2001-01-29
33388,95490,2002-01-29
33396,80877,1999-01-20
33396,84191,2000-01-20
33396,84779,2001-01-19
33396,86355,2002-01-19
33398,80607,1988-10-14
33398,81835,1989-10-14
33398,85726,1990-10-14
33398,86660,1991-10-14
33398,89551,1992-10-13
33398,92592,1993-10-13
33398,93275,1994-10-13
33398,95719,1995-10-13
33398,99908,1996-10-12
33398,103245,1997-10-12
33398,105333,1998-10-12
33398,105543,1999-10-12
33398,107367,2000-10-11
33403,82788,1993-12-24
33403,85841,1994-12-24
33403,89884,1995-12-24
33403,90501,1996-12-23
33403,91166,1997-12-23
33403,95332,1998-12-23
33403,95520,1999-12-23
33403,95463,2000-12-22
33403,95701,2001-12-22
33404,80149,2000-02-01
33404,84220,2001-01-31
33404,85304,2002-01-31
33406,82098,1998-10-07
33406,85113,1999-10-07
33406,89067,2000-10-06
33406,89569,2001-10-06
33407,80517,2002-07-27
33414,80636,1994-10-31
33414,83336,1995-10-31
33414,84910,1996-10-30
33414,86059,1997-10-30
33414,87785,1998-10-30
33414,88409,1999-10-30
33414,90598,2000-10-29
33414,91102,2001-10-29
33421,83037,1999-07-03
33421,84442,2000-07-02
33421,86982,2001-07-02
33421,90556,2002-07-02
33423,80447,1995-06-13
33423,82313,1996-06-12
33423,86082,1997-06-12
33423,85907,1998-06-12
33423,86318,1999-06-12
33423,89077,2000-06-11
33423,91296,2001-06-11
33423,93763,2002-06-11
33426,83098,1997-03-18
33426,87129,1998-03-18
33426,87427,1999-03-18
33426,88301,2000-03-17
33426,92582,2001-03-17
33426,95711,2002-03-17
33433,84694,1997-10-09
33433,87684,1998-10-09
33433,88842,1999-10-09
33433,90760,2000-10-08
33433,94566,2001-10-08
33434,83246,2002-04-24
33435,80394,1998-11-28
33435,80799,1999-11-28
33435,80728,2000-11-27
33435,81141,2001-11-27
33436,80097,1987-03-11
33436,81819,1988-03-10
33436,83816,1989-03-10
33436,83990,1990-03-10
33436,84681,1991-03-10
33436,84452,1992-03-09
33436,85721,1993-03-09
33436,86966,1994-03-09
33436,89434,1995-03-09
33436,90613,1996-03-08
33436,94995,1997-03-08
33436,97395,1998-03-08
33436,99790,1999-03-08
33436,99904,2000-03-07
33436,101658,2001-03-07
33440,88999,1989-12-09
33440,92928,1990-12-09
33440,92782,1991-12-09
33440,93800,1992-12-08
33440,93419,1993-12-08
33440,94407,1994-12-08
33440,96783,1995-12-08
33440,97535,1996-12-07
33440,99542,1997-12-07
33440,100208,1998-12-07
33440,102464,1999-12-07
33440,104597,2000-12-06
33440,104936,2001-12-06
33443,82386,1991-03-09
33443,82970,1992-03-08
33443,86694,1993-03-08
33443,87453,1994-03-08
33443,87755,1995-03-08
33443,92102,1996-03-07
33443,92544,1997-03-07
33443,96245,1998-03-07
33443,99762,1999-03-07
33443,103259,2000-03-06
33443,107497,2001-03-06
33443,109983,2002-03-06
33444,80191,1993-09-03
33444,80175,1995-09-03
33444,83394,1996-09-02
33444,84756,1997-09-02
33444,88850,1998-09-02
33444,90733,1999-09-02
33444,90780,2000-09-01
33444,91926,2001-09-01
33449,81076,1995-04-04
33449,80990,1996-04-02
33449,83932,1997-04-02
33449,85307,1998-04-02
33449,85296,1999-04-02
33449,85480,2000-04-01
33449,85647,2001-04-02
33449,85260,2002-04-01
33452,84271,2000-01-26
33452,88429,2001-01-25
33452,90809,2002-01-25
33454,81225,1997-10-02
33454,82639,1998-10-02
33454,84511,1999-10-02
33454,87821,2000-10-01
33454,90409,2001-10-01
33455,81856,1985-04-16
33455,82232,1986-04-16
33455,83090,1987-04-16
33455,84604,1988-04-15
33455,86287,1989-04-15
33455,89319,1990-04-15
33455,93654,1991-04-15
33455,94056,1992-04-14
33455,93995,1993-04-14
33455,95653,1994-04-14
33455,95317,1995-04-14
33455,95102,1996-04-13
33455,96491,1997-04-13
33455,96158,1998-04-13
33455,95873,1999-04-13
33455,98211,2000-04-12
33455,98529,2001-04-12
33455,99343,2002-04-12
33460,81321,1997-07-09
33460,84904,1998-07-09
33460,87115,1999-07-09
33460,87143,2000-07-08
33460,90488,2001-07-08
33460,94562,2002-07-08
33461,81082,1994-12-29
33461,85187,1995-12-29
33461,85732,1996-12-28
33461,89534,1997-12-28
33461,91634,1998-12-28
33461,93948,1999-12-28
33461,96930,2000-12-27
33461,100917,2001-12-27
33473,94755,1995-12-23
33473,94995,1996-12-22
33473,98181,1997-12-22
33473,102317,1998-12-22
33474,84093,1994-04-09
33474,84758,1995-04-09
33474,85450,1996-04-08
33474,87473,1997-04-08
33474,91483,1998-04-08
33474,94143,1999-04-08
33474,94846,2000-04-07
33474,95893,2001-04-07
33474,96986,2002-04-06
33481,82877,2001-11-18
33482,93807,1988-07-05
33482,97708,1989-07-05
33482,97932,1990-07-05
33486,80634,2000-10-28
33486,80805,2001-10-28
33494,82283,2001-03-11
33494,83220,2002-03-11
33510,82318,1998-09-05
33510,82292,1999-09-05
33510,82508,2000-09-04
33510,86247,2001-09-04
33515,84118,1992-08-10
33515,87766,1993-08-10
33515,89384,1994-08-10
33515,89171,1995-08-10
33515,91821,1996-08-09
33515,92543,1997-08-09
33515,92640,1998-08-09
33515,93477,1999-08-09
33515,96415,2000-08-08
33515,98855,2001-08-08
33519,82830,1988-05-25
33519,86341,1989-05-25
33519,87705,1990-05-25
33519,90753,1991-05-25
33519,90686,1992-05-24
33519,92242,1993-05-24
33519,93055,1994-05-24
33519,94266,1995-05-24
33519,97688,1996-05-23
33519,99139,1997-05-23
33519,99681,1998-05-23
33519,103303,1999-05-23
33519,104483,2000-05-22
33519,107629,2001-05-22
33519,109794,2002-05-22
33523,80979,1986-10-08
33523,81973,1987-10-08
33523,84873,1988-10-07
33523,89231,1989-10-07
33523,92071,1990-10-07
33523,94371,1991-10-07
33523,94942,1992-10-06
33523,97691,1993-10-06
33523,98717,1994-10-06
33523,100224,1995-10-06
33523,102986,1996-10-05
33523,106971,1997-10-05
33523,110486,1998-10-05
33523,110083,1999-10-05
33523,110310,2000-10-04
33523,113452,2001-10-04
33525,80197,2001-03-24
33527,82090,1991-09-25
33527,82544,1992-09-24
33527,83592,1993-09-24
33527,86277,1994-09-24
33527,89637,1995-09-24
33527,91358,1996-09-23
33527,95475,1997-09-23
33527,95687,1998-09-23
33527,99724,1999-09-23
33528,80218,1997-02-05
33528,81800,1998-02-05
33528,82805,1999-02-05
33528,86957,2000-02-05
33528,88942,2001-02-04
33528,92924,2002-02-04
33534,91449,1999-09-13
33534,95515,2000-09-12
33534,98132,2001-09-12
33538,80635,2002-05-06
33543,102312,1992-12-17
33543,106570,1993-12-17
33543,106884,1994-12-17
33543,111283,1995-12-17
33543,110981,1996-12-16
33543,111601,1997-12-16
33543,114188,1998-12-16
33543,118070,1999-12-16
33543,121354,2000-12-15
33543,121220,2001-12-15
33551,81292,2000-02-12
33551,84856,2001-02-11
33551,84554,2002-02-11
33553,93109,1989-07-08
33553,94202,1990-07-08
33553,94339,1991-07-08
33553,94435,1992-07-07
33553,97215,1993-07-07
33553,98728,1994-07-07
33553,100055,1995-07-07
33553,100588,1996-07-06
33553,103702,1997-07-06
33553,106193,1998-07-06
33553,109751,1999-07-06
33553,110404,2000-07-05
33553,114770,2001-07-05
33553,118897,2002-07-05
33554,83654,1996-09-01
33554,86496,1997-09-01
33554,88663,1998-09-01
33554,89159,1999-09-01
33554,89799,2000-08-31
33554,90235,2001-08-31
33555,83083,1993-03-11
33555,83003,1994-03-11
33555,83914,1995-03-11
33555,87971,1996-03-10
33555,88110,1997-03-10
33555,91506,1998-03-10
33555,93611,1999-03-10
33555,95716,2000-03-09
33555,99218,2001-03-09
33555,99929,2002-03-09
33556,86066,1986-12-22
33560,81216,1996-08-19
33560,85589,1997-08-19
33560,88906,1998-08-19
33560,90362,1999-08-19
33560,91530,2000-08-18
33560,91496,2001-08-18
33568,80881,1991-12-20
33568,84226,1992-12-19
33568,87416,1993-12-19
33568,91422,1994-12-19
33572,82625,1998-08-11
33572,82496,1999-08-11
33572,84160,2000-08-10
33572,86661,2001-08-10
33579,80869,1990-06-22
33579,81552,1991-06-22
33579,82230,1992-06-21
33579,83418,1993-06-21
33579,86112,1994-06-21
33579,87593,1995-06-21
33579,87475,1996-06-20
33579,89765,1997-06-20
33579,93383,1998-06-20
33579,97590,1999-06-20
33579,97208,2000-06-19
33579,100706,2001-06-19
33579,104882,2002-06-19
33582,100577,1989-11-28
33582,104539,1990-11-28
33582,105317,1991-11-28
33582,105985,1992-11-27
33582,108358,1993-11-27
33582,112417,1994-11-27
33582,115121,1995-11-27
33582,118142,1996-11-26
33582,120310,1997-11-26
33582,123704,1998-11-26
33582,123685,1999-11-26
33582,124536,2000-11-25
33582,125493,2001-11-25
33593,83044,2001-11-18
33594,82076,1998-04-17
33594,83319,1999-04-17
33594,82999,2000-04-16
33594,83492,2001-04-16
33594,83526,2002-04-16
33599,81558,2001-12-16
33603,87759,1997-11-05
33603,87964,1998-11-05
33603,92245,1999-11-05
33603,92570,2000-11-04
33603,94751,2001-11-04
33604,80045,2001-11-16
33607,85377,1993-09-19
33607,87961,1994-09-19
33607,87599,1995-09-19
33607,89063,1996-09-18
33607,91897,1997-09-18
33607,94632,1998-09-18
33607,96683,1999-09-18
33607,99359,2000-09-17
33607,100216,2001-09-17
33617,108525,1987-12-30
33617,110611,1988-12-29
33617,112488,1989-12-29
33617,116015,1990-12-29
33617,118487,1991-12-29
33617,118356,1992-12-28
33617,119738,1993-12-28
33617,123813,1994-12-28
33617,124966,1995-12-28
33617,128610,1996-12-27
33617,130374,1997-12-27
33617,130830,1998-12-27
33617,130849,1999-12-27
33617,130427,2000-12-26
33617,130818,2001-12-26
33625,81208,1998-06-22
33625,83891,1999-06-22
33625,85233,2000-06-21
33625,89040,2001-06-21
33625,92058,2002-06-21
33627,82352,2000-02-24
33627,82075,2001-02-23
33627,82524,2002-02-23
33631,81891,1993-05-09
33631,82674,1994-05-09
33631,84163,1995-05-09
33631,84834,1996-05-08
33631,84383,1997-05-08
33631,85893,1998-05-08
33631,88700,1999-05-08
33631,92001,2000-05-07
33631,92835,2001-05-07
33631,97274,2002-05-07
33633,82325,2002-03-21
33638,98800,1993-11-16
33638,102500,1994-11-16
33638,104201,1995-11-16
33638,104496,1996-11-15
33638,105861,1997-11-15
33638,106742,1998-11-15
33638,106800,1999-11-15
33638,108809,2000-11-14
33638,110956,2001-11-14
33641,88900,1996-04-17
33644,86315,1985-07-06
33644,88218,1986-07-06
33644,87832,1987-07-06
33644,89359,1988-07-05
33644,91512,1989-07-05
33644,92497,1990-07-05
33644,94683,1991-07-05
33646,80874,1991-05-15
33646,83518,1992-05-14
33646,83609,1993-05-14
33646,83457,1994-05-14
33646,84595,1995-05-14
33646,85470,1996-05-13
33646,86644,1997-05-13
33646,89268,1998-05-13
33646,89995,1999-05-13
33646,90844,2000-05-12
33646,94116,2001-05-12
33646,95940,2002-05-12
33648,80678,2001-01-20
33648,84981,2002-01-20
33659,80099,1995-07-04
33659,81134,1997-07-03
33659,83882,1998-07-03
33659,83845,1999-07-03
33659,84354,2000-07-02
33659,84601,2001-07-02
33659,88552,2002-07-02
33661,90893,1995-12-01
33661,91784,1996-11-30
33661,92206,1997-11-30
33661,94116,1998-11-30
33661,98326,1999-11-30
33661,98203,2000-11-29
33661,99928,2001-11-29
33670,80959,1998-12-03
33670,81050,1999-12-03
33670,81838,2000-12-02
33670,81977,2001-12-02
33673,81788,2000-11-19
33673,83105,2001-11-19
33681,81960,1992-08-19
33681,82943,1993-08-19
33681,85710,1994-08-19
33681,88139,1995-08-19
33681,88177,1996-08-18
33681,90979,1997-08-18
33681,93455,1998-08-18
33681,96833,1999-08-18
33681,96542,2000-08-17
33681,98443,2001-08-17
33691,81676,1996-05-15
33691,84750,1997-05-15
33691,88767,1998-05-15
33691,88500,1999-05-15
33691,91088,2000-05-14
33691,94943,2001-05-14
33691,94977,2002-05-14
33695,91278,1987-09-06
33695,91297,1988-09-05
33695,94475,1989-09-05
33695,95164,1990-09-05
33695,95600,1991-09-05
33695,99326,1992-09-04
33695,102562,1993-09-04
33695,102284,1994-09-04
33695,105351,1995-09-04
33695,106639,1996-09-03
33695,109017,1997-09-03
33695,113203,1998-09-03
33695,116183,1999-09-03
33695,116698,2000-09-02
33698,80844,1986-07-03
33698,80617,1987-07-03
33698,81557,1988-07-02
33698,85016,1989-07-02
33698,85315,1990-07-02
33698,87679,1991-07-02
33698,88247,1992-07-01
33698,91144,1993-07-01
33698,93957,1994-07-01
33698,93814,1995-07-01
33698,98067,1996-06-30
33698,99580,1997-06-30
33698,100421,1998-06-30
33698,102455,1999-06-30
33698,102629,2000-06-29
33698,106565,2001-06-29
33698,109152,2002-06-29
33699,81760,1988-01-09
33699,81859,1989-01-08
33699,82628,1990-01-08
33699,85420,1991-01-08
33699,86307,1992-01-08
33699,87345,1993-01-07
33699,90909,1994-01-07
33699,90635,1995-01-07
33699,94388,1996-01-07
33699,94231,1997-01-06
33699,98718,1998-01-06
33699,99208,1999-01-06
33699,103278,2000-01-06
33699,102800,2001-01-05
33699,106221,2002-01-05
33701,120986,1995-02-24
33701,121446,1996-02-24
33701,122319,1997-02-23
33701,126226,1998-02-23
33717,101006,1996-03-02
33717,103209,1997-03-02
33717,106634,1998-03-02
33717,107522,1999-03-02
33717,107354,2000-03-01
33717,110112,2001-03-01
33717,114229,2002-03-01
33718,81334,1997-12-22
33718,83290,1998-12-22
33718,86323,1999-12-22
33718,90570,2000-12-21
33718,91965,2001-12-21
33721,81957,1995-11-09
33721,82305,1996-11-08
33721,82056,1997-11-08
33721,83170,1998-11-08
33721,86541,1999-11-08
33721,90790,2000-11-07
33721,90526,2001-11-07
33727,81287,2000-09-12
33727,80998,2001-09-12
33732,81413,2000-01-26
33732,82156,2001-01-25
33732,83782,2002-01-25
33740,80588,1994-10-23
33740,83948,1995-10-23
33740,86455,1996-10-22
33740,89167,1997-10-22
33740,93314,1998-10-22
33740,93666,1999-10-22
33740,95329,2000-10-21
33740,96629,2001-10-21
33747,80271,1998-10-29
33747,82211,1999-10-29
33747,85688,2000-10-28
33747,90062,2001-10-28
33748,81271,1993-08-19
33748,82340,1994-08-19
33748,83187,1995-08-19
33748,84586,1996-08-18
33748,87219,1997-08-18
33748,87034,1998-08-18
33748,88176,1999-08-18
33748,88361,2000-08-17
33748,88217,2001-08-17
33751,82411,2001-03-11
33751,83025,2002-03-11
33753,81323,2000-06-01
33754,81796,2000-11-29
33754,86104,2001-11-29
33756,80658,2001-05-01
33756,81378,2002-05-01
33760,110072,1995-01-16
33760,112618,1996-01-16
33760,114810,1997-01-15
33760,116371,1998-01-15
33760,120405,1999-01-15
33760,122544,2000-01-15
33760,124341,2001-01-14
33760,124171,2002-01-14
33763,90211,1991-05-27
33763,92198,1992-05-26
33763,91717,1993-05-26
33763,92633,1994-05-26
33763,95004,1995-05-26
33763,95012,1996-05-25
33763,94929,1997-05-25
33763,96805,1998-05-25
33763,98358,1999-05-25
33763,98860,2000-05-24
33763,99718,2001-05-24
33763,103671,2002-05-24
33775,80565,1998-03-19
33775,82466,1999-03-19
33775,86360,2000-03-18
33775,86697,2001-03-18
33775,88558,2002-03-18
33777,81752,1996-10-01
33777,85922,1997-10-01
33777,88615,1998-10-01
33777,89284,1999-10-01
33777,92360,2000-09-30
33777,94290,2001-09-30
33779,95999,1995-09-06
33779,97416,1996-09-05
33779,101425,1997-09-05
33779,102524,1998-09-05
33779,105693,1999-09-05
33779,108480,2000-09-04
33779,110498,2001-09-04
33786,81681,2001-09-17
33793,81858,2000-06-28
33806,81697,1990-03-14
33806,81524,1991-03-14
33806,81134,1992-03-13
33806,82985,1993-03-13
33806,87053,1994-03-13
33806,88434,1995-03-13
33806,89768,1996-03-12
33806,93574,1997-03-12
33806,97065,1998-03-12
33806,99322,1999-03-12
33806,103594,2000-03-11
33806,106908,2001-03-11
33806,107914,2002-03-11
33810,80021,1998-05-23
33810,84186,1999-05-23
33810,84788,2000-05-22
33810,87520,2001-05-22
33810,89583,2002-05-22
33811,81403,2000-08-07
33811,82086,2001-08-07
33812,82339,1990-07-11
33812,82384,1991-07-11
33812,86808,1992-07-10
33812,86545,1993-07-10
33812,86443,1994-07-10
33812,86446,1995-07-10
33812,90400,1996-07-09
33812,94831,1997-07-09
33812,94723,1998-07-09
33812,94613,1999-07-09
33812,95712,2000-07-08
33812,99336,2001-07-08
33812,102423,2002-07-08
33814,81539,1996-03-06
33814,85583,1997-03-06
33814,89323,1998-03-06
33814,93660,1999-03-06
33814,97243,2000-03-05
33814,98839,2001-03-05
33814,100682,2002-03-05
33816,83163,1997-11-16
33816,85547,1998-11-16
33816,87409,1999-11-16
33816,87322,2000-11-15
33816,89559,2001-11-15
33819,80433,1999-10-27
33819,84914,2000-10-26
33819,86211,2001-10-26
33820,80075,2000-02-13
33820,81060,2001-02-12
33820,81728,2002-02-12
33822,80918,1997-05-06
33822,80740,1998-05-06
33822,83370,1999-05-06
33822,85961,2000-05-05
33822,89193,2001-05-05
33822,91438,2002-05-05
33823,80464,1999-10-04
33823,84607,2000-10-03
33823,84495,2001-10-03
33824,83641,1986-07-19
33824,83411,1987-07-19
33824,87162,1988-07-18
33824,89480,1989-07-18
33824,93227,1990-07-18
33824,94041,1991-07-18
33824,98390,1992-07-17
33824,98418,1993-07-17
33824,102327,1994-07-17
33831,82272,1994-01-04
33831,82948,1995-01-04
33831,82572,1996-01-04
33831,84127,1997-01-03
33831,85057,1998-01-03
33831,88724,1999-01-03
33831,89371,2000-01-03
33831,93517,2001-01-02
33831,95913,2002-01-02
33834,80325,1998-07-15
33834,83263,1999-07-15
33834,84519,2000-07-14
33834,85647,2001-07-14
33834,86930,2002-07-14
33836,80661,1998-09-15
33836,81151,1999-09-15
33836,85446,2000-09-14
33836,87786,2001-09-14
33837,82419,1995-11-05
33841,83563,2000-06-28
33841,84838,2001-06-28
33841,88233,2002-06-28
33842,84260,2001-11-01
33845,80937,2001-03-22
33845,82241,2002-03-22
33852,81656,1995-06-12
33852,83219,1996-06-11
33852,83489,1997-06-11
33852,85723,1998-06-11
33852,89690,1999-06-11
33852,91241,2000-06-10
33852,92844,2001-06-10
33852,92838,2002-06-10
33854,83724,1992-05-27
33854,86602,1993-05-27
33854,89455,1994-05-27
33854,89661,1995-05-27
33854,92285,1996-05-26
33854,94157,1997-05-26
33854,98287,1998-05-26
33858,81578,1996-06-19
33858,84869,1997-06-19
33858,88263,1998-06-19
33858,89335,1999-06-19
33858,93518,2000-06-18
33858,95288,2001-06-18
33858,99269,2002-06-18
33860,82453,2001-02-11
33860,85671,2002-02-11
33862,81758,1989-12-02
33862,83628,1990-12-02
33862,85181,1991-12-02
33862,85976,1992-12-01
33862,90111,1993-12-01
33862,90444,1994-12-01
33862,92243,1995-12-01
33862,93050,1996-11-30
33862,94964,1997-11-30
33862,98222,1998-11-30
33862,102440,1999-11-30
33862,105087,2000-11-29
33865,83406,2001-04-16
33865,86661,2002-04-16
33869,89526,1994-11-14
33869,92810,1995-11-14
33869,96624,1996-11-13
33869,100567,1997-11-13
33869,104224,1998-11-13
33869,107699,1999-11-13
33869,110581,2000-11-12
33869,111891,2001-11-12
33878,80305,1993-08-15
33878,84456,1994-08-15
33878,88782,1995-08-15
33878,92178,1996-08-14
33878,95861,1997-08-14
33878,99791,1998-08-14
33878,101435,1999-08-14
33878,102114,2000-08-13
33878,106561,2001-08-13
33886,80032,1995-08-17
33886,83418,1996-08-16
33886,85944,1997-08-16
33886,87442,1998-08-16
33886,87881,1999-08-16
33886,92277,2000-08-15
33886,95520,2001-08-15
33894,81054,1994-07-17
33894,80987,1995-07-17
33894,83476,1996-07-16
33894,87367,1997-07-16
33894,90239,1998-07-16
33894,94377,1999-07-16
33894,97928,2000-07-15
33894,100696,2001-07-15
33894,102644,2002-07-15
33903,80509,1997-06-30
33903,82116,1998-06-30
33903,84630,1999-06-30
33903,84627,2000-06-29
33903,88786,2001-06-29
33903,89961,2002-06-29
33918,80261,1990-10-15
33918,82362,1991-10-15
33918,84820,1992-10-14
33918,88705,1993-10-14
33918,92309,1994-10-14
33918,93579,1995-10-14
33918,94119,1996-10-13
33918,97033,1997-10-13
33918,98698,1998-10-13
33918,100369,1999-10-13
33918,103471,2000-10-12
33918,105932,2001-10-12
33923,81405,1994-12-15
33923,82927,1995-12-15
33923,85503,1996-12-14
33923,86132,1997-12-14
33923,87698,1998-12-14
33923,90948,1999-12-14
33923,93670,2000-12-13
33923,94523,2001-12-13
33928,82646,1999-11-16
33928,84712,2000-11-15
33928,87647,2001-11-15
33929,80165,1996-03-01
33929,81454,1997-03-01
33929,82682,1998-03-01
33929,83520,1999-03-01
33929,85799,2000-02-29
33929,89779,2001-02-28
33929,91105,2002-02-28
33931,81136,2001-05-20
33931,83825,2002-05-20
33937,81585,1998-06-17
33937,84255,1999-06-17
33937,85010,2000-06-16
33937,84611,2001-06-16
33937,84667,2002-06-16
33941,82136,1999-09-26
33941,84062,2000-09-25
33941,84689,2001-09-25
33943,81977,2001-02-02
33943,81527,2002-02-02
33947,80999,2001-02-17
33947,80989,2002-02-17
33949,100908,1999-10-31
33949,104062,2000-10-29
33949,104448,2001-10-29
33951,81793,1997-04-27
33951,82994,1998-04-27
33951,85816,1999-04-27
33951,87999,2000-04-26
33951,87764,2001-04-26
33951,90599,2002-04-26
33952,80479,1992-09-14
33952,81474,1993-09-14
33952,84506,1994-09-14
33952,86533,1995-09-14
33952,90298,1996-09-13
33952,92526,1997-09-13
33952,93326,1998-09-13
33952,94421,1999-09-13
33952,95101,2000-09-12
33952,99098,2001-09-12
33955,81957,1994-01-27
33955,86187,1995-01-27
33955,89854,1996-01-27
33955,94324,1997-01-26
33955,95445,1998-01-26
33955,99583,1999-01-26
33955,102397,2000-01-26
33955,103581,2001-01-25
33955,104845,2002-01-25
33964,80991,2000-07-20
33964,81217,2001-07-20
33964,85000,2002-07-20
33968,86808,1999-01-17
33968,89061,2000-01-17
33968,89012,2001-01-16
33968,89644,2002-01-16
33971,80208,2001-02-25
33971,84273,2002-02-25
33975,81299,1997-07-04
33975,83978,1998-07-04
33975,83756,1999-07-04
33975,85353,2000-07-03
33975,86004,2001-07-03
33975,90238,2002-07-03
33977,82446,1990-02-21
33977,85444,1991-02-21
33977,86431,1992-02-21
33977,87503,1993-02-20
33977,90002,1994-02-20
33977,94139,1995-02-20
33977,93890,1996-02-20
33977,96594,1997-02-19
33977,100531,1998-02-19
33977,104340,1999-02-19
33977,108432,2000-02-19
33977,108697,2001-02-18
33977,112039,2002-02-18
33983,80129,2000-03-08
33983,82615,2001-03-08
33983,83386,2002-03-08
33984,80188,1995-10-14
33984,81324,1996-10-13
33984,83029,1997-10-13
33984,86530,1998-10-13
33984,87441,1999-10-13
33984,91520,2000-10-12
33984,95836,2001-10-12
33985,83725,1998-01-07
33985,85265,1999-01-07
33985,88565,2000-01-07
33985,88599,2001-01-06
33985,92798,2002-01-06
33987,82240,1992-08-22
33987,82509,1993-08-22
33987,85685,1994-08-22
33987,85243,1995-08-22
33987,85064,1996-08-21
33987,86167,1997-08-21
33987,89957,1998-08-21
33987,89739,1999-08-21
33987,94172,2000-08-20
33987,94508,2001-08-20
34000,80938,1996-04-28
34000,83304,1997-04-28
34000,83663,1998-04-28
34000,86956,1999-04-28
34000,88893,2000-04-27
34000,91916,2001-04-27
34000,92016,2002-04-27
34003,90110,1994-03-26
34003,93134,1995-03-26
34003,95108,1996-03-25
34003,95267,1997-03-25
34003,98308,1998-03-25
34003,102459,1999-03-25
34003,104723,2000-03-24
34003,105070,2001-03-24
34003,109176,2002-03-24
34004,80212,2001-10-30
34006,80434,1999-12-08
34006,81460,2000-12-07
34006,84167,2001-12-07
34011,82125,2001-08-23
34013,80332,1999-02-09
34013,82845,2000-02-09
34013,86084,2001-02-08
34013,86458,2002-02-08
34016,84189,1993-12-02
34016,87204,1994-12-02
34016,90411,1995-12-02
34016,93724,1996-12-01
34016,96197,1997-12-01
34016,99208,1998-12-01
34016,102354,1999-12-01
34016,102742,2000-11-30
34016,104916,2001-11-30
34017,89859,1987-10-11
34017,89689,1988-10-10
34017,91498,1989-10-10
34017,91953,1990-10-10
34017,93530,1991-10-10
34017,95300,1992-10-09
34017,95541,1993-10-09
34017,97371,1994-10-09
34017,100657,1995-10-09
34017,101230,1996-10-08
34017,101757,1997-10-08
34024,84446,1998-10-04
34024,84187,1999-10-04
34024,88678,2000-10-03
34024,92764,2001-10-03
34028,81390,1998-02-28
34028,81608,1999-02-28
34028,84814,2000-02-28
34028,84376,2001-02-27
34028,85651,2002-02-27
34030,84366,1998-09-25
34030,87470,1999-09-25
34030,87867,2000-09-24
34030,88940,2001-09-24
34032,83493,2000-07-28
34032,87029,2001-07-28
34032,88653,2002-07-28
34033,81993,1995-03-22
34033,81533,1996-03-21
34033,85963,1997-03-21
34033,90153,1998-03-21
34033,92091,1999-03-21
34033,92440,2000-03-20
34033,96179,2001-03-20
34033,100162,2002-03-20
34038,84101,1995-10-30
34038,88530,1996-10-29
34038,91104,1997-10-29
34038,92584,1998-10-29
34038,96922,1999-10-29
34038,100345,2000-10-28
34038,101939,2001-10-28
34042,82098,1996-04-18
34042,84417,1997-04-18
34042,85159,1998-04-18
34042,87474,1999-04-18
34042,88136,2000-04-17
34042,87936,2001-04-17
34042,88787,2002-04-17
34043,81504,1999-02-11
34043,84162,2000-02-11
34043,85888,2001-02-10
34043,88979,2002-02-10
34045,80377,1993-11-26
34045,81839,1994-11-26
34045,85744,1995-11-26
34049,81595,1991-09-21
34049,82740,1992-09-20
34049,85779,1993-09-20
34049,88016,1994-09-20
34049,87576,1995-09-20
34049,91106,1996-09-19
34049,92997,1997-09-19
34049,95069,1998-09-19
34049,96982,1999-09-19
34049,97768,2000-09-18
34049,97700,2001-09-18
34050,81025,2000-10-15
34050,83511,2001-10-15
34051,83188,2001-04-27
34051,83684,2002-04-27
34053,80588,2001-06-11
34053,80868,2002-06-11
34054,84877,1995-03-12
34054,88655,1996-03-11
34054,91133,1997-03-11
34054,92465,1998-03-11
34054,93605,1999-03-11
34054,94597,2000-03-10
34054,94891,2001-03-10
34054,98547,2002-03-10
34055,82876,2000-12-27
34055,85175,2001-12-27
34063,83851,1999-12-01
34063,88131,2000-11-30
34063,90199,2001-11-30
34067,84170,1994-10-29
34067,87170,1995-10-29
34067,87732,1996-10-28
34067,87402,1997-10-28
34067,87229,1998-10-28
